Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
1,1,1,171,1,1,156.0,3,3,2,147.7,1,0,1,0,0,21,6,12,12,12,15.33333333,0,15,15.0,0,8.9,1.4,3.51,2
1,1,5,9500,1,1,125.0,1,1,3,115.6,1,0,1,0,0,18,0,7,9,6,12.18333333,0,9,11.78333333,0,16.2,0.3,-0.92,1
1,1,2,9147,1,1,130.0,37,37,9,117.8,0,0,1,0,0,18,0,5,8,2,10.0,0,9,11.33333333,0,7.6,2.6,0.32,1
1,43,1,9003,1,1,125.0,1,38,4,125.0,1,0,1,0,0,21,9,14,23,9,12.0,2,21,11.25,0,15.5,2.8,-4.06,2
1,1,1,9147,1,1,127.0,19,19,5,129.8,1,0,1,0,0,22,0,5,8,3,10.33333333,0,11,10.0,0,7.6,2.6,0.32,0
1,17,1,9254,1,1,121.0,1,1,4,123.1,1,0,1,1,0,21,0,6,11,6,11.16666667,0,14,14.66666667,0,7.6,2.6,0.32,1
1,43,1,9070,1,1,135.0,19,19,9,122.8,1,0,1,1,1,20,0,6,8,3,11.0,0,8,11.33333333,0,10.8,1.4,1.74,1
1,1,2,171,1,1,125.0,38,19,9,117.3,1,0,1,1,1,21,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,2
1,1,1,9254,1,1,138.0,1,1,9,126.5,1,0,1,0,1,20,0,6,7,6,12.85714286,0,8,11.8,0,8.9,1.4,3.51,2
1,1,4,9500,1,1,136.0,19,38,9,123.0,1,0,1,0,0,19,0,8,8,7,14.32857143,0,8,14.32857143,0,10.8,1.4,1.74,2
1,1,1,9238,1,1,142.0,1,38,5,127.7,0,0,1,0,1,20,0,6,7,6,15.0,0,6,16.33333333,0,13.9,-0.3,0.79,2
1,1,1,9085,1,1,129.0,19,37,9,117.5,1,0,1,0,0,19,0,5,9,5,13.6,1,5,12.4,0,12.7,3.7,-1.7,2
1,1,1,9085,1,1,134.0,1,1,2,128.4,1,0,1,0,1,18,0,5,12,5,12.85714286,2,8,13.25,0,9.4,-0.8,-3.12,2
1,17,2,9853,1,1,123.0,3,1,2,124.1,1,0,1,0,0,18,0,6,7,2,14.5,0,6,10.0,0,15.5,2.8,-4.06,0
1,39,1,9991,0,1,150.0,19,38,9,140.9,0,0,1,0,0,24,0,5,7,3,10.66666667,0,7,10.5,0,10.8,1.4,1.74,0
1,1,1,9254,1,1,129.0,1,1,4,126.2,0,1,0,0,1,21,0,6,7,6,13.42857143,0,8,11.33333333,0,8.9,1.4,3.51,0
1,1,3,9500,1,1,134.0,1,37,8,120.5,1,0,1,1,1,18,0,7,12,7,11.71666667,0,13,10.868,0,15.5,2.8,-4.06,2
1,17,1,9147,1,1,127.0,1,37,4,121.1,1,0,1,1,1,20,0,5,11,4,12.0,0,5,12.8,0,11.1,0.6,2.02,2
1,18,2,9853,1,1,123.0,1,3,9,123.7,1,1,0,0,0,20,0,6,11,5,13.2,0,8,10.75,0,10.8,1.4,1.74,0
1,17,3,9254,1,1,127.0,12,38,5,116.9,1,1,1,0,0,18,0,6,7,5,12.2,0,10,12.25,0,12.4,0.5,1.79,0
1,39,1,9556,1,1,133.1,38,19,9,100.0,1,0,1,0,1,25,0,7,11,5,12.58,0,9,12.15714286,0,8.9,1.4,3.51,2
1,17,5,9238,1,1,131.0,19,37,5,120.2,1,0,1,0,1,19,0,6,9,5,11.33333333,0,6,10.83333333,0,13.9,-0.3,0.79,1
2,39,1,33,1,1,120.0,38,1,9,153.8,0,1,1,1,0,35,0,7,9,0,0.0,0,8,0.0,0,11.1,0.6,2.02,0
1,1,4,9500,1,1,133.0,19,19,9,120.1,1,0,1,0,1,19,0,7,9,6,12.42857143,0,8,14.0,0,13.9,-0.3,0.79,2
1,1,1,9670,1,1,133.0,38,38,9,128.1,1,0,1,1,1,18,0,6,6,6,13.0,0,6,13.0,0,13.9,-0.3,0.79,0
1,1,1,9500,1,1,143.0,3,19,3,126.8,0,0,1,1,0,19,0,8,8,7,14.53571429,0,8,14.53571429,0,10.8,1.4,1.74,2
1,43,1,9500,1,1,140.0,19,38,9,125.7,1,0,1,1,1,19,0,7,8,5,11.2,0,8,11.2,0,7.6,2.6,0.32,1
1,17,1,9070,1,1,157.0,3,3,3,146.2,0,0,1,1,0,18,0,6,6,6,16.0,0,6,13.66666667,0,12.4,0.5,1.79,2
1,39,1,9130,1,19,133.1,19,3,9,140.0,1,1,1,1,0,24,0,6,13,5,13.14285714,0,15,12.66666667,0,16.2,0.3,-0.92,0
1,43,1,8014,0,1,145.0,34,34,0,134.5,1,0,1,1,0,25,8,14,23,11,11.6875,0,20,11.14285714,0,9.4,-0.8,-3.12,2
1,39,1,9119,1,1,130.0,37,3,9,137.0,1,0,1,1,0,28,0,5,11,4,10.5,0,12,11.0,4,7.6,2.6,0.32,1
1,1,1,9085,1,1,111.0,1,38,5,107.5,0,0,1,1,1,19,0,6,9,6,13.83333333,0,12,13.66666667,0,11.1,0.6,2.02,2
1,17,2,9119,1,1,116.0,19,1,9,112.2,0,0,1,1,0,19,0,5,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,0
1,39,1,9130,1,10,133.1,12,36,90,128.2,0,0,0,1,1,30,0,5,13,0,0.0,3,5,0.0,5,9.4,-0.8,-3.12,0
1,1,1,9500,1,1,135.0,19,19,4,126.8,1,0,1,1,0,19,0,7,9,0,0.0,0,8,0.0,0,15.5,2.8,-4.06,0
1,17,1,9147,1,1,145.0,19,38,4,132.1,1,0,1,1,0,21,0,5,10,1,10.0,0,5,0.0,0,11.1,0.6,2.02,0
1,1,1,171,1,1,118.0,37,37,3,110.0,0,0,1,1,0,19,0,0,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,0
1,39,1,9003,1,1,130.0,19,19,9,100.0,0,0,0,1,0,29,0,6,9,0,0.0,0,6,0.0,0,13.9,-0.3,0.79,0
1,1,1,9670,1,1,115.0,19,37,9,114.3,0,0,1,1,0,18,0,6,7,4,12.6,0,6,13.0,0,12.4,0.5,1.79,0
1,1,2,9147,1,1,122.0,1,38,4,116.4,0,0,1,1,0,21,0,5,10,3,11.25,0,9,11.0,0,15.5,2.8,-4.06,1
1,42,1,9070,1,1,120.0,3,2,3,116.9,0,0,1,1,0,20,6,7,13,7,12.375,0,8,11.25,0,13.9,-0.3,0.79,0
1,51,1,9991,0,1,120.0,38,3,5,128.2,0,1,1,1,0,24,3,10,15,7,10.71428571,0,11,12.55555556,0,12.4,0.5,1.79,1
1,17,2,9773,1,1,120.0,1,1,2,127.0,1,0,0,1,0,18,0,6,6,0,0.0,0,0,0.0,0,8.9,1.4,3.51,0
1,42,1,9003,1,1,140.0,1,3,4,140.0,1,0,1,1,0,23,0,6,14,5,12.0,0,12,12.14285714,0,15.5,2.8,-4.06,1
1,1,6,9147,1,1,127.0,1,19,1,120.0,1,0,1,1,0,19,0,5,6,5,12.6,0,8,12.66666667,0,8.9,1.4,3.51,2
1,7,1,9254,1,3,110.0,19,19,3,110.0,0,0,1,1,0,35,0,6,7,0,0.0,0,6,0.0,0,16.2,0.3,-0.92,0
1,1,1,9500,1,1,148.0,1,1,9,127.0,1,0,1,1,0,20,0,8,8,7,12.84142857,0,8,12.84142857,0,10.8,1.4,1.74,2
2,39,1,9238,1,42,170.0,19,38,8,159.5,0,0,1,1,0,33,0,6,6,0,0.0,0,5,0.0,0,8.9,1.4,3.51,0
1,1,1,9773,1,1,146.0,1,3,4,135.2,1,0,1,1,0,18,0,6,7,6,14.16666667,0,6,12.83333333,0,9.4,-0.8,-3.12,2
1,1,1,9773,1,1,127.0,5,3,4,122.8,1,0,1,1,0,20,0,6,7,6,12.16666667,0,9,12.0,0,12.4,0.5,1.79,1
1,17,1,9773,1,1,125.0,3,3,2,118.0,1,0,1,1,0,19,0,6,12,4,10.8,0,14,11.0,0,13.9,-0.3,0.79,0
1,17,5,9773,1,1,139.0,38,1,4,123.6,1,0,1,1,0,18,0,6,6,6,13.0,0,12,0.0,0,7.6,2.6,0.32,0
1,39,1,9991,0,1,133.1,37,37,7,111.0,0,0,0,1,0,28,0,5,0,0,0.0,0,0,0.0,0,8.9,1.4,3.51,0
1,1,1,9147,1,1,146.0,5,1,1,144.6,0,0,1,1,0,18,0,5,5,5,13.0,0,6,13.33333333,0,16.2,0.3,-0.92,2
1,1,1,9773,1,1,109.0,2,3,3,111.8,1,1,1,1,0,25,0,6,8,6,11.57142857,0,9,11.57142857,0,15.5,2.8,-4.06,0
1,1,1,9238,1,1,135.0,1,38,4,122.1,0,1,0,1,0,19,0,6,6,4,11.5,0,6,11.0,0,8.9,1.4,3.51,0
1,18,2,9070,1,1,122.0,38,19,5,119.9,0,0,1,1,0,18,0,6,8,5,11.0,0,6,10.75,0,9.4,-0.8,-3.12,2
1,7,1,9003,1,3,130.0,3,3,6,130.0,1,0,1,1,0,29,1,6,10,6,17.11111111,0,9,15.57142857,0,13.9,-0.3,0.79,2
1,1,1,171,1,1,124.0,2,2,3,118.4,1,0,1,1,0,18,0,0,0,0,0.0,0,0,0.0,0,7.6,2.6,0.32,1
1,1,1,9254,1,1,115.0,3,2,4,112.6,0,0,1,1,1,20,0,6,9,6,12.57142857,0,6,12.16666667,0,8.9,1.4,3.51,2
1,44,1,9003,1,39,150.0,3,19,2,150.0,0,0,1,1,0,20,0,6,6,0,0.0,0,8,0.0,0,15.5,2.8,-4.06,0
1,1,4,9070,1,1,170.0,3,3,2,165.8,1,0,1,1,0,18,0,6,7,6,14.5,0,6,15.16666667,0,9.4,-0.8,-3.12,2
1,1,6,9254,1,1,102.0,3,1,2,101.7,1,0,1,1,1,21,0,6,6,6,13.5,0,6,12.33333333,0,12.4,0.5,1.79,2
1,17,2,9254,1,1,140.0,3,3,2,124.3,0,0,0,1,0,18,0,6,9,5,11.2,0,14,10.0,0,9.4,-0.8,-3.12,0
1,1,5,9119,1,1,135.0,37,37,90,122.1,1,0,1,1,0,20,0,5,10,3,10.66666667,0,5,12.25,0,7.6,2.6,0.32,2
1,43,1,8014,0,1,148.0,37,37,9,134.7,0,0,1,0,0,23,9,13,15,9,11.0,0,12,11.57142857,0,15.5,2.8,-4.06,1
1,39,1,9991,0,1,140.0,1,37,9,154.5,0,0,1,0,0,26,0,1,2,0,0.0,0,8,0.0,0,16.2,0.3,-0.92,0
1,17,3,9670,1,1,147.0,37,37,8,128.8,0,1,1,0,0,19,0,5,5,1,10.0,0,5,0.0,0,9.4,-0.8,-3.12,0
1,39,1,9556,1,1,140.0,37,38,9,106.0,1,1,0,0,1,24,0,7,14,5,12.36,0,15,12.0,0,8.9,1.4,3.51,0
1,1,1,9670,1,1,157.0,19,38,9,146.2,1,0,1,0,1,20,0,6,8,6,15.25,0,7,14.71428571,0,11.1,0.6,2.02,2
1,17,1,9991,0,1,120.0,38,3,9,116.9,1,1,0,0,0,26,0,5,5,0,0.0,0,6,0.0,0,10.8,1.4,1.74,0
1,39,1,9147,1,12,133.1,19,37,7,118.2,0,0,1,0,0,31,0,5,8,1,13.0,2,9,12.25,0,10.8,1.4,1.74,0
2,43,1,9500,1,1,140.0,37,37,9,105.7,1,0,1,0,0,27,0,8,8,8,13.81375,0,8,13.81375,0,9.4,-0.8,-3.12,2
1,1,1,9085,1,1,130.0,19,38,9,126.9,0,1,1,0,0,24,0,6,8,6,13.28571429,0,13,12.875,0,11.1,0.6,2.02,2
1,44,1,9085,1,39,150.0,19,38,194,150.0,1,0,1,0,0,23,0,6,11,4,11.5,0,12,12.2,0,8.9,1.4,3.51,1
1,1,2,9500,1,1,115.0,38,38,9,108.4,1,0,1,0,1,20,0,7,8,7,11.9625,0,9,13.04444444,0,13.9,-0.3,0.79,2
1,1,6,9500,1,1,118.0,38,38,5,114.2,1,0,1,0,0,20,0,7,9,6,13.68333333,0,11,13.11666667,0,11.1,0.6,2.02,2
1,39,1,9500,1,1,130.0,38,1,9,140.0,1,0,1,0,0,24,0,8,8,7,14.98571429,0,8,14.98571429,0,12.7,3.7,-1.7,2
2,39,1,9147,1,1,130.0,37,37,9,142.5,0,0,1,0,0,39,0,5,8,4,11.25,0,8,11.5,0,11.1,0.6,2.02,1
1,1,2,9773,1,1,130.0,19,38,3,126.5,1,0,1,0,0,18,0,6,8,4,12.5,0,6,12.6,0,12.7,3.7,-1.7,2
1,17,3,9085,1,1,120.0,37,38,9,111.3,0,0,1,0,0,20,0,6,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,0
1,1,2,9500,1,1,130.0,1,1,4,125.1,1,0,1,0,0,18,0,7,10,7,13.78,0,10,13.661,0,15.5,2.8,-4.06,2
1,1,2,9500,1,1,141.0,37,37,9,126.3,1,0,1,0,0,19,0,7,10,7,13.805,0,8,14.2725,0,15.5,2.8,-4.06,2
1,17,1,9085,1,1,138.0,1,19,4,142.2,1,0,1,0,0,18,0,5,7,5,13.8,0,5,12.6,0,10.8,1.4,1.74,2
1,1,1,9670,1,1,113.0,37,19,9,110.2,1,0,1,0,0,22,0,5,7,3,12.66666667,0,6,12.0,0,7.6,2.6,0.32,1
1,17,4,9500,1,1,135.0,1,1,4,127.0,1,0,1,0,0,18,0,7,7,7,14.42428571,0,8,13.9375,0,11.1,0.6,2.02,2
1,1,1,9238,1,1,137.0,3,1,4,128.6,0,0,1,0,1,18,0,6,7,6,13.16666667,0,6,12.5,0,12.4,0.5,1.79,2
4,39,1,9991,0,1,133.1,37,37,9,130.4,0,0,1,0,0,30,0,5,10,3,10.66666667,0,8,10.4,0,12.7,3.7,-1.7,1
2,43,1,9238,1,12,100.0,37,37,9,134.4,0,0,1,0,0,34,9,16,20,14,12.07142857,1,13,12.27272727,0,7.6,2.6,0.32,2
1,39,1,8014,0,19,133.1,37,37,9,100.0,0,0,1,0,0,38,0,6,10,3,10.25,0,7,12.0,0,13.9,-0.3,0.79,0
1,1,1,9500,1,1,142.0,37,19,7,133.0,1,0,1,0,1,19,0,8,8,8,14.11,0,8,14.11,0,9.4,-0.8,-3.12,2
1,17,3,9853,1,1,140.0,38,38,5,126.7,1,0,1,0,0,19,0,6,9,5,12.4,0,10,10.66666667,0,10.8,1.4,1.74,0
1,43,1,9773,1,1,129.0,1,1,4,129.0,0,0,0,0,0,21,0,6,7,6,12.0,0,6,12.0,0,10.8,1.4,1.74,0
1,17,1,9773,1,1,141.0,2,3,2,133.7,1,0,1,0,1,18,0,6,6,6,14.83333333,0,6,13.5,0,11.1,0.6,2.02,2
1,17,5,9085,1,1,118.0,1,38,4,122.2,1,0,1,0,1,20,0,6,7,6,15.42857143,0,7,13.5,0,13.9,-0.3,0.79,2
1,17,5,9147,1,1,131.0,37,38,5,128.9,0,0,1,0,1,18,0,5,7,5,11.6,0,11,11.4,4,16.2,0.3,-0.92,2
1,1,3,9070,1,1,161.0,38,37,5,154.4,1,0,1,0,0,18,0,6,6,6,14.16666667,0,6,14.0,0,16.2,0.3,-0.92,2
1,7,1,9556,1,2,130.0,37,37,9,130.0,1,0,1,0,1,36,0,7,9,1,9.8,0,7,0.0,0,12.7,3.7,-1.7,0
1,17,4,9147,1,1,121.0,38,37,6,113.0,1,0,1,0,1,18,0,5,12,4,10.71428571,0,9,11.0,0,13.9,-0.3,0.79,2
1,43,1,9130,1,6,133.1,1,29,4,123.3,1,0,1,0,1,21,0,5,7,0,0.0,0,5,0.0,0,7.6,2.6,0.32,0
1,44,1,9130,1,39,130.0,1,3,9,130.0,1,1,1,0,1,21,1,6,13,3,12.33333333,0,12,13.0,0,13.9,-0.3,0.79,0
1,15,1,9085,1,1,133.1,3,3,4,101.3,0,0,1,0,0,18,0,6,13,6,13.0,0,15,12.25,0,11.1,0.6,2.02,2
1,17,6,9670,1,1,120.0,1,14,4,113.7,1,0,1,0,0,18,0,5,7,4,11.4,0,5,11.25,0,9.4,-0.8,-3.12,2
1,1,2,9500,1,1,140.0,38,38,9,138.8,1,0,1,0,0,19,0,7,7,6,12.76666667,0,7,12.76666667,0,7.6,2.6,0.32,2
2,39,1,9003,1,19,133.1,37,19,9,140.0,0,1,1,0,0,29,0,6,11,5,12.6,0,6,12.66666667,0,11.1,0.6,2.02,2
1,44,1,9147,1,39,130.0,19,1,9,130.0,0,0,1,0,1,20,4,7,8,7,13.0,0,5,13.4,0,11.1,0.6,2.02,2
1,17,2,9500,1,1,140.0,37,37,9,132.5,1,0,1,0,0,18,0,7,7,6,14.31666667,0,7,14.31666667,0,7.6,2.6,0.32,2
1,1,1,9085,1,1,124.0,2,1,4,117.4,1,0,1,0,0,19,0,5,7,4,12.75,0,5,12.0,0,10.8,1.4,1.74,2
1,1,3,9147,1,1,115.0,1,38,3,109.8,1,0,1,0,1,19,0,5,5,5,13.4,0,5,12.6,0,8.9,1.4,3.51,2
1,39,1,8014,0,1,100.0,12,5,9,116.5,0,1,0,0,0,37,0,6,6,0,0.0,0,5,0.0,0,8.9,1.4,3.51,0
1,1,2,9085,1,1,162.0,37,1,9,165.2,1,0,1,0,1,18,0,5,6,4,15.75,0,5,13.8,0,10.8,1.4,1.74,2
1,1,1,9853,1,1,121.0,19,19,7,113.0,1,0,1,0,0,21,0,6,9,5,12.4,0,11,11.0,0,12.7,3.7,-1.7,0
1,17,1,9238,1,1,125.0,1,38,144,123.3,0,0,1,0,1,19,0,6,8,6,11.5,0,7,12.33333333,0,12.4,0.5,1.79,2
1,17,2,9670,1,1,123.0,3,1,3,116.7,0,0,1,0,0,19,0,5,5,5,13.4,0,5,14.0,0,9.4,-0.8,-3.12,2
2,39,1,9991,0,39,140.0,38,19,9,110.0,0,0,1,0,1,35,0,5,9,3,11.66666667,0,7,11.8,0,12.7,3.7,-1.7,1
2,39,1,9500,1,1,133.1,37,38,9,118.9,0,0,1,0,0,30,0,7,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,0
1,43,2,9773,1,1,120.0,34,34,0,103.6,1,0,1,0,0,27,4,8,11,7,13.28571429,0,13,11.6,0,9.4,-0.8,-3.12,0
2,1,1,9254,1,1,136.0,37,37,9,122.7,0,0,1,0,1,45,0,6,10,4,11.5,0,16,10.5,0,7.6,2.6,0.32,0
2,39,1,8014,0,1,133.1,38,38,9,113.5,0,0,1,0,1,50,3,9,11,8,13.25,0,8,11.71428571,0,12.7,3.7,-1.7,2
4,42,1,9147,1,1,110.0,37,37,9,128.2,0,0,1,0,0,41,8,14,24,11,12.25,3,12,13.4,0,9.4,-0.8,-3.12,2
1,43,1,9500,1,1,120.0,37,37,9,120.0,1,0,1,0,0,26,0,7,8,6,12.0,0,8,12.0,0,7.6,2.6,0.32,1
1,39,1,9003,1,19,133.1,37,37,9,130.0,0,0,1,0,0,44,0,6,10,1,12.0,0,6,0.0,0,11.1,0.6,2.02,0
5,7,1,9147,1,40,110.0,37,37,9,110.0,0,0,1,0,0,23,10,15,15,13,10.92307692,0,10,11.14285714,0,15.5,2.8,-4.06,2
1,51,1,33,1,1,130.0,19,19,9,117.7,0,0,1,0,0,34,10,12,12,10,12.0,0,11,11.0,0,11.1,0.6,2.02,0
1,1,1,9147,1,1,102.0,38,38,9,99.6,1,0,1,0,1,21,0,5,10,5,13.71428571,0,7,14.4,0,11.1,0.6,2.02,2
1,43,3,9147,1,1,127.0,3,37,3,117.9,1,0,1,0,0,22,0,5,8,1,10.0,0,8,13.0,0,7.6,2.6,0.32,0
4,39,1,8014,0,1,133.1,37,37,9,113.0,0,0,1,0,1,32,0,6,18,2,10.33333333,0,7,11.5,0,16.2,0.3,-0.92,2
1,17,2,9556,1,1,137.0,1,1,7,124.4,1,0,1,0,0,20,0,7,8,7,12.72857143,0,8,14.625,0,15.5,2.8,-4.06,2
2,7,1,8014,0,3,130.0,35,35,90,140.0,0,0,0,0,0,59,10,15,22,12,13.33333333,0,8,12.875,0,10.8,1.4,1.74,0
2,53,1,9147,1,42,130.0,19,19,175,132.4,0,0,1,0,0,30,6,11,20,9,12.22222222,0,16,11.6,0,8.9,1.4,3.51,1
1,1,4,9254,1,1,131.0,38,36,9,124.0,1,0,1,0,1,18,0,6,7,6,11.33333333,0,9,10.83333333,0,9.4,-0.8,-3.12,2
2,39,1,9991,0,1,162.0,37,37,9,132.0,0,1,1,1,0,25,0,5,8,4,11.0,0,7,12.0,0,7.6,2.6,0.32,1
4,43,1,9991,0,1,140.0,37,37,5,149.8,0,0,1,1,0,36,0,5,5,5,13.8,0,6,13.8,0,12.7,3.7,-1.7,2
1,7,1,9556,1,43,160.0,38,19,9,160.0,0,0,1,1,0,36,0,7,16,1,12.0,0,13,0.0,1,11.1,0.6,2.02,0
1,17,6,9670,1,1,117.0,38,19,0,114.6,0,0,0,1,0,19,0,6,9,4,11.25,0,11,10.16666667,0,10.8,1.4,1.74,0
1,39,1,9991,0,1,150.0,1,37,4,120.0,0,0,1,1,0,25,0,5,6,4,10.5,0,6,12.0,0,9.4,-0.8,-3.12,2
1,39,1,9003,1,19,133.1,37,37,9,100.0,0,0,1,1,0,35,17,18,20,18,11.55555556,0,13,11.61538462,0,15.5,2.8,-4.06,2
1,1,1,9238,1,1,125.0,1,1,5,128.5,0,0,1,1,0,20,0,6,13,1,14.0,0,7,0.0,0,16.2,0.3,-0.92,0
1,39,1,9003,1,1,130.0,37,37,9,113.0,1,0,0,1,0,35,0,6,17,1,13.0,0,8,0.0,0,15.5,2.8,-4.06,0
1,1,1,9238,1,1,170.0,37,37,0,150.8,1,0,1,0,0,27,0,6,13,2,11.0,0,14,11.0,0,7.6,2.6,0.32,0
1,17,3,9500,1,1,132.0,19,3,9,130.8,1,0,1,0,0,18,0,8,8,7,13.68142857,0,8,13.68142857,0,10.8,1.4,1.74,1
1,43,1,9500,1,1,133.1,38,19,9,114.5,0,0,1,0,0,23,0,7,11,6,12.1,0,7,12.61666667,0,16.2,0.3,-0.92,1
1,17,2,8014,0,1,120.0,19,1,5,114.8,1,0,1,0,0,19,0,6,8,4,10.5,0,8,11.25,0,10.8,1.4,1.74,2
1,17,2,9500,1,1,126.0,37,37,7,126.2,1,0,1,0,1,18,0,7,10,5,11.94,0,8,12.8,0,11.1,0.6,2.02,1
1,39,1,9500,1,1,130.0,19,19,3,129.0,0,1,0,0,0,26,0,7,11,4,12.86,0,10,11.56666667,0,12.4,0.5,1.79,0
1,17,1,9238,1,1,133.1,1,38,9,110.5,0,0,1,0,0,19,0,6,10,6,14.25,0,7,14.0,0,16.2,0.3,-0.92,2
1,1,5,9500,1,1,141.0,38,19,7,132.5,1,0,0,0,0,19,0,7,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,0
1,1,1,171,1,1,138.0,19,19,5,130.7,1,0,1,0,0,18,0,0,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,0
1,17,1,9500,1,1,130.0,19,1,9,130.4,1,0,1,0,1,19,0,7,7,7,13.89428571,0,8,14.3625,0,11.1,0.6,2.02,2
1,17,1,9500,1,1,128.0,37,37,9,124.3,1,0,1,0,1,19,0,7,8,7,13.46875,0,8,13.31375,0,15.5,2.8,-4.06,2
1,1,4,9085,1,1,135.0,38,37,9,132.6,1,0,1,0,1,19,0,5,5,5,13.6,0,5,14.6,0,10.8,1.4,1.74,2
1,44,1,8014,0,39,150.0,1,37,9,146.7,0,0,1,0,1,21,3,6,6,6,14.66666667,0,6,13.83333333,0,12.4,0.5,1.79,2
1,1,3,9773,1,1,135.0,1,1,3,130.1,1,0,1,0,0,18,0,6,6,6,13.66666667,0,7,13.0,0,15.5,2.8,-4.06,2
2,43,1,9254,1,3,120.0,38,37,9,120.0,1,0,1,0,0,33,9,12,22,10,13.3,0,11,13.72727273,0,9.4,-0.8,-3.12,2
1,7,1,8014,0,3,120.0,19,37,5,121.3,0,0,1,0,0,32,7,11,13,11,13.45454545,0,13,12.42857143,0,12.7,3.7,-1.7,2
1,1,6,9500,1,1,140.0,19,19,1,133.3,1,0,1,0,1,17,0,8,8,8,13.41625,0,8,13.41625,0,9.4,-0.8,-3.12,2
2,39,1,9500,1,1,140.0,19,19,9,110.5,0,0,1,0,0,31,0,7,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,0
2,39,1,8014,0,1,140.0,19,19,9,102.5,0,0,1,0,1,32,0,6,6,6,11.33333333,0,8,13.0,0,15.5,2.8,-4.06,2
1,1,2,9085,1,1,156.0,40,40,3,150.9,1,0,1,0,0,18,0,6,8,6,16.0,0,10,14.625,0,11.1,0.6,2.02,0
1,51,1,9070,1,12,133.1,37,19,3,106.6,0,1,1,0,0,31,2,6,8,5,11.0,0,12,10.16666667,0,8.9,1.4,3.51,1
1,1,1,9254,1,1,120.0,1,1,9,118.3,0,0,1,1,0,20,0,6,8,6,12.85714286,0,9,12.4,0,8.9,1.4,3.51,1
1,43,1,9991,0,1,100.0,3,19,1,117.9,0,0,0,1,0,40,0,5,5,0,0.0,0,6,0.0,0,10.8,1.4,1.74,0
2,1,1,9991,0,1,120.0,37,19,9,135.0,1,0,1,1,0,32,0,5,5,5,14.8,0,5,14.2,0,7.6,2.6,0.32,2
1,7,1,9119,1,3,120.0,19,19,1,120.0,0,0,0,1,0,40,1,5,7,1,13.0,0,5,14.0,0,12.7,3.7,-1.7,0
1,1,1,171,1,1,172.0,1,1,4,167.1,0,0,1,1,1,18,0,0,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,2
1,43,1,9991,0,1,120.0,37,37,9,115.8,0,1,0,1,0,28,4,9,14,4,10.0,0,6,10.0,0,12.7,3.7,-1.7,0
1,16,2,9070,1,1,137.0,1,1,3,141.2,1,1,1,1,0,19,0,6,11,5,11.2,0,7,12.0,0,9.4,-0.8,-3.12,2
1,1,1,9773,1,1,117.0,1,37,5,118.4,0,0,1,1,1,19,0,6,8,6,11.83333333,0,11,13.0,0,15.5,2.8,-4.06,2
1,1,6,9147,1,1,142.0,38,37,7,134.3,0,0,1,1,0,21,0,5,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,0
1,17,4,9147,1,1,135.0,19,1,0,128.7,1,0,1,1,0,22,0,5,8,2,10.5,0,10,0.0,0,7.6,2.6,0.32,0
1,17,3,9119,1,1,115.0,3,1,3,116.1,1,0,0,1,0,18,0,5,8,5,12.5,0,7,13.57142857,0,12.4,0.5,1.79,0
1,39,1,171,1,1,110.0,12,3,5,100.0,1,0,1,1,0,27,0,0,0,0,0.0,0,0,0.0,0,9.4,-0.8,-3.12,0
1,1,1,171,1,1,123.0,1,3,2,118.8,0,0,1,1,0,19,4,10,10,5,11.0,0,8,10.0,0,8.9,1.4,3.51,1
2,43,1,9991,0,1,140.0,37,37,9,130.0,1,0,1,1,0,30,6,10,14,9,12.33333333,0,12,12.0,0,9.4,-0.8,-3.12,2
1,39,1,9130,1,39,150.0,1,3,4,150.0,0,0,1,1,0,28,0,6,9,0,0.0,0,8,10.0,1,16.2,0.3,-0.92,0
5,39,1,9119,1,1,120.0,37,37,9,116.0,0,1,1,1,1,34,0,5,14,1,17.0,0,10,11.0,0,9.4,-0.8,-3.12,1
1,17,1,9147,1,1,110.0,1,1,4,99.0,0,0,1,1,0,21,0,5,5,5,11.0,0,11,11.42857143,0,10.8,1.4,1.74,1
1,1,1,9238,1,1,133.0,1,19,9,132.0,0,0,1,1,1,20,0,6,11,5,11.14285714,0,9,11.57142857,0,16.2,0.3,-0.92,2
